game_id,game_date,team,score,season,season_type,opp_drtg,pts_paint,turnovers,score_diff
20300162,2003-11-20,SAS,92.0,2004,0,107.4,48.0,13.0,-0.14338919925512109
20300168,2003-11-21,SAS,114.0,2004,0,106.1,,,0.07445805843543832
20300205,2003-11-26,SAS,109.0,2004,0,103.4,50.0,15.0,0.05415860735009665
20300222,2003-11-28,SAS,87.0,2004,0,101.3,46.0,14.0,-0.14116485686080946
20300232,2003-11-29,SAS,89.0,2004,0,103.8,34.0,15.0,-0.1425818882466281
20300240,2003-12-01,SAS,83.0,2004,0,108.5,50.0,14.0,-0.2350230414746544
20300251,2003-12-03,SAS,86.0,2004,0,101.3,26.0,20.0,-0.15103652517275418
20300263,2003-12-05,SAS,105.0,2004,0,110.4,44.0,11.0,-0.04891304347826092
20300272,2003-12-06,SAS,86.0,2004,0,101.7,42.0,16.0,-0.15437561455260573
20300287,2003-12-08,SAS,96.0,2004,0,103.4,34.0,17.0,-0.07156673114119928
20300303,2003-12-10,SAS,102.0,2004,0,105.1,32.0,11.0,-0.029495718363463316
20300307,2003-12-11,SAS,71.0,2004,0,99.0,34.0,20.0,-0.2828282828282828
20300325,2003-12-13,SAS,86.0,2004,0,99.0,24.0,9.0,-0.13131313131313133
20300336,2003-12-15,SAS,78.0,2004,0,102.2,36.0,17.0,-0.23679060665362037
20300354,2003-12-17,SAS,73.0,2004,0,100.4,30.0,15.0,-0.2729083665338646
20300370,2003-12-19,SAS,87.0,2004,0,108.0,40.0,18.0,-0.19444444444444445
20300379,2003-12-20,SAS,101.0,2004,0,105.1,48.0,8.0,-0.03901046622264505
20300396,2003-12-23,SAS,111.0,2004,0,108.5,50.0,14.0,0.02304147465437788
20300410,2003-12-26,SAS,98.0,2004,0,110.4,34.0,14.0,-0.11231884057971019
20300425,2003-12-28,SAS,89.0,2004,0,105.4,36.0,17.0,-0.15559772296015184
20300463,2004-01-03,SAS,77.0,2004,0,101.9,36.0,19.0,-0.24435721295387638
20300482,2004-01-05,SAS,98.0,2004,0,102.7,50.0,18.0,-0.04576436222005845
20300489,2004-01-06,SAS,94.0,2004,0,104.8,42.0,17.0,-0.1030534351145038
20300509,2004-01-09,SAS,94.0,2004,0,102.4,40.0,12.0,-0.08203125000000006
20300521,2004-01-10,SAS,89.0,2004,0,97.2,,,-0.0843621399176955
20300534,2004-01-13,SAS,77.0,2004,0,106.1,36.0,13.0,-0.2742695570216776
20300548,2004-01-14,SAS,93.0,2004,0,99.7,36.0,9.0,-0.06720160481444336
20300558,2004-01-16,SAS,79.0,2004,0,97.2,30.0,18.0,-0.1872427983539095
20300576,2004-01-18,SAS,109.0,2004,0,103.7,34.0,13.0,0.05110896817743488
20300584,2004-01-19,SAS,77.0,2004,0,95.4,,,-0.19287211740041935
20300601,2004-01-21,SAS,99.0,2004,0,98.0,52.0,12.0,0.01020408163265306
20300618,2004-01-23,SAS,86.0,2004,0,102.89000000000001,,,-0.16415589464476638
20300624,2004-01-24,SAS,96.0,2004,0,102.4,,,-0.06250000000000006
20300637,2004-01-26,SAS,92.0,2004,0,105.4,,,-0.12713472485768507
20300641,2004-01-27,SAS,77.0,2004,0,103.3,26.0,26.0,-0.2545982575024201
20300659,2004-01-29,SAS,91.0,2004,0,104.9,,,-0.13250714966634894
20300677,2004-01-31,SAS,85.0,2004,0,103.3,,,-0.17715392061955468
20300689,2004-02-02,SAS,83.0,2004,0,103.3,24.0,17.0,-0.19651500484027104
20300709,2004-02-05,SAS,96.0,2004,0,108.0,36.0,12.0,-0.1111111111111111
20300721,2004-02-06,SAS,102.0,2004,0,104.9,30.0,12.0,-0.02764537654909443
20300740,2004-02-09,SAS,85.0,2004,0,99.0,38.0,12.0,-0.1414141414141414
20300774,2004-02-18,SAS,86.0,2004,0,100.4,34.0,11.0,-0.14342629482071717
20300789,2004-02-20,SAS,87.0,2004,0,104.2,,,-0.1650671785028791
20300805,2004-02-22,SAS,94.0,2004,0,99.7,38.0,9.0,-0.05717151454363092
20300821,2004-02-24,SAS,86.0,2004,0,99.0,32.0,13.0,-0.13131313131313133
20300835,2004-02-26,SAS,91.0,2004,0,107.4,42.0,16.0,-0.15270018621973933
20300854,2004-02-28,SAS,117.0,2004,0,102.7,38.0,14.0,0.1392405063291139
20300866,2004-03-01,SAS,80.0,2004,0,102.2,,,-0.21722113502935422
20300880,2004-03-03,SAS,88.0,2004,0,108.0,38.0,20.0,-0.18518518518518517
20300892,2004-03-05,SAS,113.0,2004,0,107.4,40.0,16.0,0.05214152700186214
20300901,2004-03-06,SAS,107.0,2004,0,102.89000000000001,42.0,14.0,0.03994557294197672
20300921,2004-03-09,SAS,88.0,2004,0,102.2,26.0,26.0,-0.13894324853228965
20300933,2004-03-10,SAS,108.0,2004,0,108.5,,,-0.004608294930875576
20300946,2004-03-12,SAS,99.0,2004,0,103.8,,,-0.046242774566473965
20300960,2004-03-14,SAS,87.0,2004,0,104.9,,,-0.17063870352716878
20300965,2004-03-15,SAS,80.0,2004,0,103.8,26.0,12.0,-0.22928709055876684
20300985,2004-03-18,SAS,106.0,2004,0,99.7,,,0.06318956870611832
20301001,2004-03-20,SAS,103.0,2004,0,103.7,32.0,15.0,-0.0067502410800386005
20301020,2004-03-23,SAS,81.0,2004,0,99.7,,,-0.1875626880641926
20301036,2004-03-25,SAS,84.0,2004,0,95.4,,,-0.119496855345912
20301052,2004-03-27,SAS,105.0,2004,0,102.89000000000001,44.0,13.0,0.020507337933715473
20301069,2004-03-29,SAS,101.0,2004,0,104.2,34.0,18.0,-0.030710172744721716
20301084,2004-03-31,SAS,107.0,2004,0,104.9,32.0,15.0,0.020019065776930356
20301099,2004-04-02,SAS,94.0,2004,0,103.3,26.0,17.0,-0.09002904162633105
20301110,2004-04-04,SAS,95.0,2004,0,101.3,28.0,10.0,-0.0621915103652517
20301129,2004-04-07,SAS,96.0,2004,0,108.0,52.0,17.0,-0.1111111111111111
20301140,2004-04-09,SAS,84.0,2004,0,105.1,40.0,15.0,-0.20076117982873448
20301160,2004-04-11,SAS,88.0,2004,0,108.5,42.0,12.0,-0.1889400921658986
20301170,2004-04-12,SAS,78.0,2004,0,105.1,34.0,22.0,-0.2578496669838249
20301184,2004-04-14,SAS,93.0,2004,0,102.7,34.0,18.0,-0.09444985394352486
40300161,2004-04-17,SAS,98.0,2004,1,102.2,26.0,20.0,-0.04109589041095893
40300162,2004-04-19,SAS,87.0,2004,1,102.2,40.0,14.0,-0.14872798434442272
40300163,2004-04-22,SAS,95.0,2004,1,102.2,40.0,15.0,-0.07045009784735815
40300164,2004-04-25,SAS,110.0,2004,1,102.2,50.0,17.0,0.07632093933463793
40300231,2004-05-02,SAS,88.0,2004,1,101.3,34.0,23.0,-0.13129318854886474
40300232,2004-05-05,SAS,95.0,2004,1,101.3,,,-0.0621915103652517
40300233,2004-05-09,SAS,81.0,2004,1,101.3,30.0,23.0,-0.20039486673247778
40300234,2004-05-11,SAS,90.0,2004,1,101.3,46.0,10.0,-0.1115498519249753
40300235,2004-05-13,SAS,73.0,2004,1,101.3,,,-0.2793682132280355
40300236,2004-05-15,SAS,76.0,2004,1,101.3,,,-0.24975320829220135
20400012,2004-11-03,SAS,101.0,2005,0,108.2,50.0,17.0,-0.06654343807763403
20400027,2004-11-05,SAS,105.0,2005,0,111.4,,,-0.057450628366247806
20400043,2004-11-07,SAS,94.0,2005,0,109.6,50.0,20.0,-0.14233576642335763
20400066,2004-11-10,SAS,91.0,2005,0,106.9,40.0,13.0,-0.1487371375116932
20400078,2004-11-12,SAS,93.0,2005,0,103.1,30.0,22.0,-0.09796314258001936
20400083,2004-11-13,SAS,103.0,2005,0,111.1,42.0,14.0,-0.07290729072907286
20400103,2004-11-16,SAS,99.0,2005,0,108.9,38.0,15.0,-0.09090909090909095
20400117,2004-11-18,SAS,88.0,2005,0,104.3,32.0,17.0,-0.15627996164908914
20400121,2004-11-19,SAS,92.0,2005,0,106.6,24.0,16.0,-0.13696060037523447
20400136,2004-11-21,SAS,91.0,2005,0,108.7,30.0,12.0,-0.1628334866605336
20400146,2004-11-22,SAS,90.0,2005,0,102.9,50.0,20.0,-0.1253644314868805
20400166,2004-11-24,SAS,94.0,2005,0,104.1,38.0,12.0,-0.0970220941402497
20400178,2004-11-26,SAS,89.0,2005,0,103.9,,,-0.14340712223291632
20400190,2004-11-27,SAS,109.0,2005,0,109.5,40.0,17.0,-0.0045662100456621
20400208,2004-11-30,SAS,107.0,2005,0,104.1,46.0,22.0,0.02785782901056682
20400217,2004-12-01,SAS,105.0,2005,0,104.3,34.0,18.0,0.006711409395973182
20400228,2004-12-03,SAS,80.0,2005,0,101.2,42.0,23.0,-0.20948616600790515
20400239,2004-12-04,SAS,104.0,2005,0,109.8,36.0,15.0,-0.05282331511839706
20400250,2004-12-06,SAS,91.0,2005,0,100.3,26.0,21.0,-0.09272183449651045
20400270,2004-12-08,SAS,96.0,2005,0,109.6,48.0,14.0,-0.12408759124087587
20400273,2004-12-09,SAS,80.0,2005,0,101.7,,,-0.21337266470009836
20400292,2004-12-11,SAS,116.0,2005,0,105.7,54.0,12.0,0.097445600756859
20400324,2004-12-15,SAS,94.0,2005,0,107.3,36.0,17.0,-0.12395153774464117
20400335,2004-12-17,SAS,83.0,2005,0,107.7,34.0,10.0,-0.22934076137418757
20400347,2004-12-18,SAS,104.0,2005,0,106.9,40.0,17.0,-0.027128157156220817
20400368,2004-12-22,SAS,87.0,2005,0,107.3,42.0,11.0,-0.18918918918918917
20400378,2004-12-23,SAS,96.0,2005,0,106.6,36.0,10.0,-0.09943714821763597
20400386,2004-12-26,SAS,107.0,2005,0,106.6,,,0.0037523452157599032
20400405,2004-12-28,SAS,115.0,2005,0,106.07419354838709,60.0,12.0,0.08414682358665583
20400420,2004-12-30,SAS,114.0,2005,0,107.7,,,0.05849582172701947
20400425,2004-12-31,SAS,98.0,2005,0,106.4,30.0,14.0,-0.07894736842105268
20400438,2005-01-02,SAS,81.0,2005,0,108.2,24.0,20.0,-0.2513863216266174
20400452,2005-01-04,SAS,100.0,2005,0,111.4,34.0,14.0,-0.10233393177737886
20400467,2005-01-06,SAS,111.0,2005,0,104.6,46.0,13.0,0.06118546845124289
20400479,2005-01-08,SAS,99.0,2005,0,103.9,44.0,16.0,-0.04716073147256983
20400496,2005-01-10,SAS,96.0,2005,0,109.5,,,-0.1232876712328767
20400510,2005-01-12,SAS,94.0,2005,0,109.8,44.0,13.0,-0.14389799635701273
20400525,2005-01-14,SAS,98.0,2005,0,104.1,52.0,17.0,-0.05859750240153693
20400537,2005-01-15,SAS,67.0,2005,0,101.7,28.0,14.0,-0.34119960668633237
20400550,2005-01-17,SAS,101.0,2005,0,107.5,24.0,7.0,-0.06046511627906977
20400566,2005-01-19,SAS,80.0,2005,0,106.4,,,-0.24812030075187974
20400580,2005-01-21,SAS,128.0,2005,0,106.07419354838709,54.0,15.0,0.20670255147036476
20400597,2005-01-23,SAS,103.0,2005,0,108.2,42.0,8.0,-0.0480591497227357
20400604,2005-01-24,SAS,99.0,2005,0,107.7,42.0,8.0,-0.08077994428969362
20400626,2005-01-27,SAS,90.0,2005,0,108.2,42.0,20.0,-0.16820702402957488
20400645,2005-01-29,SAS,93.0,2005,0,107.7,50.0,13.0,-0.13649025069637885
20400657,2005-01-31,SAS,103.0,2005,0,109.6,40.0,10.0,-0.060218978102189735
20400679,2005-02-03,SAS,103.0,2005,0,111.4,60.0,11.0,-0.07540394973070022
20400708,2005-02-08,SAS,104.0,2005,0,107.5,34.0,17.0,-0.03255813953488372
20400720,2005-02-09,SAS,87.0,2005,0,107.5,38.0,11.0,-0.19069767441860466
20400735,2005-02-11,SAS,101.0,2005,0,103.1,24.0,12.0,-0.02036857419980596
20400745,2005-02-13,SAS,92.0,2005,0,103.1,48.0,18.0,-0.10766246362754603
20400778,2005-02-16,SAS,101.0,2005,0,107.7,32.0,13.0,-0.062209842154131875
20400795,2005-02-23,SAS,99.0,2005,0,101.7,50.0,15.0,-0.02654867256637171
20400818,2005-02-26,SAS,82.0,2005,0,102.9,34.0,24.0,-0.20310981535471337
20400830,2005-02-28,SAS,94.0,2005,0,105.7,44.0,14.0,-0.11069063386944183
20400847,2005-03-02,SAS,92.0,2005,0,108.7,48.0,17.0,-0.1536338546458142
20400862,2005-03-04,SAS,102.0,2005,0,100.3,44.0,16.0,0.01694915254237291
20400876,2005-03-06,SAS,101.0,2005,0,109.5,32.0,13.0,-0.0776255707762557
20400891,2005-03-08,SAS,90.0,2005,0,103.1,30.0,16.0,-0.12706110572259938
20400900,2005-03-09,SAS,101.0,2005,0,106.07419354838709,48.0,8.0,-0.04783626798041532
20400918,2005-03-12,SAS,87.0,2005,0,103.9,,,-0.1626564003849856
20400935,2005-03-14,SAS,112.0,2005,0,107.7,,,0.03992571959145773
20400951,2005-03-16,SAS,89.0,2005,0,106.6,24.0,20.0,-0.16510318949343336
20400966,2005-03-18,SAS,93.0,2005,0,107.5,26.0,25.0,-0.13488372093023257
20400978,2005-03-20,SAS,101.0,2005,0,101.2,50.0,9.0,-0.001976284584980265
20400986,2005-03-21,SAS,75.0,2005,0,108.9,32.0,17.0,-0.3112947658402204
20401000,2005-03-23,SAS,93.0,2005,0,104.6,28.0,6.0,-0.11089866156787757
20401018,2005-03-25,SAS,111.0,2005,0,111.1,48.0,11.0,-0.000900090009000849
20401033,2005-03-27,SAS,83.0,2005,0,101.7,,,-0.18387413962635205
20401059,2005-03-30,SAS,89.0,2005,0,109.6,50.0,12.0,-0.187956204379562
20401077,2005-04-01,SAS,84.0,2005,0,103.9,36.0,13.0,-0.19153031761308956
20401082,2005-04-02,SAS,95.0,2005,0,111.4,,,-0.1472172351885099
20401113,2005-04-06,SAS,91.0,2005,0,106.4,28.0,17.0,-0.1447368421052632
20401117,2005-04-07,SAS,68.0,2005,0,104.1,36.0,19.0,-0.34678194044188276
20401139,2005-04-09,SAS,125.0,2005,0,106.4,,,0.17481203007518792
20401145,2005-04-10,SAS,136.0,2005,0,106.9,60.0,14.0,0.2722170252572497
20401157,2005-04-12,SAS,95.0,2005,0,107.7,58.0,11.0,-0.1179201485608171
20401169,2005-04-13,SAS,91.0,2005,0,109.5,36.0,13.0,-0.1689497716894977
20401189,2005-04-16,SAS,97.0,2005,0,102.9,38.0,16.0,-0.05733722060252678
20401203,2005-04-18,SAS,92.0,2005,0,102.9,,,-0.1059280855199223
20401226,2005-04-20,SAS,73.0,2005,0,106.6,20.0,14.0,-0.31519699812382734
40400151,2005-04-24,SAS,87.0,2005,1,103.9,,,-0.1626564003849856
40400152,2005-04-27,SAS,104.0,2005,1,103.9,26.0,13.0,0.0009624639076034101
40400153,2005-04-30,SAS,86.0,2005,1,103.9,28.0,15.0,-0.17228103946102025
40400154,2005-05-02,SAS,126.0,2005,1,103.9,48.0,13.0,0.21270452358036568
40400155,2005-05-04,SAS,99.0,2005,1,103.9,,,-0.04716073147256983
40400231,2005-05-08,SAS,103.0,2005,1,109.6,44.0,14.0,-0.060218978102189735
40400232,2005-05-10,SAS,108.0,2005,1,109.6,52.0,11.0,-0.01459854014598535
40400233,2005-05-12,SAS,91.0,2005,1,109.6,42.0,12.0,-0.16970802919708025
40400234,2005-05-15,SAS,89.0,2005,1,109.6,40.0,14.0,-0.187956204379562
40400235,2005-05-17,SAS,103.0,2005,1,109.6,52.0,9.0,-0.060218978102189735
40400236,2005-05-19,SAS,98.0,2005,1,109.6,42.0,15.0,-0.10583941605839411
40400311,2005-05-22,SAS,121.0,2005,1,106.07419354838709,,,0.14071100568682918
40400312,2005-05-24,SAS,111.0,2005,1,106.07419354838709,52.0,12.0,0.04643736885320693
40400313,2005-05-28,SAS,102.0,2005,1,106.07419354838709,50.0,15.0,-0.03840890429705309
40400314,2005-05-30,SAS,106.0,2005,1,106.07419354838709,52.0,14.0,-0.0006994495636041938
40400315,2005-06-01,SAS,101.0,2005,1,106.07419354838709,52.0,14.0,-0.04783626798041532
40400401,2005-06-09,SAS,84.0,2005,1,101.2,34.0,13.0,-0.1699604743083004
40400402,2005-06-12,SAS,97.0,2005,1,101.2,28.0,16.0,-0.041501976284585004
40400403,2005-06-14,SAS,79.0,2005,1,101.2,44.0,12.0,-0.21936758893280633
40400404,2005-06-16,SAS,71.0,2005,1,101.2,36.0,4.0,-0.2984189723320158
40400405,2005-06-19,SAS,96.0,2005,1,101.2,,,-0.051383399209486195
40400406,2005-06-21,SAS,86.0,2005,1,101.2,40.0,12.0,-0.15019762845849804
40400407,2005-06-23,SAS,81.0,2005,1,101.2,,,-0.19960474308300397
20500002,2005-11-01,SAS,102.0,2006,0,105.2,54.0,16.0,-0.03041825095057037
20500026,2005-11-04,SAS,102.0,2006,0,105.4,32.0,18.0,-0.03225806451612909
20500039,2005-11-05,SAS,84.0,2006,0,105.0,42.0,12.0,-0.2
20500050,2005-11-07,SAS,104.0,2006,0,103.4,46.0,15.0,0.00580270793036745
20500061,2005-11-09,SAS,94.0,2006,0,106.7,46.0,12.0,-0.11902530459231493
20500074,2005-11-11,SAS,103.0,2006,0,106.9,52.0,17.0,-0.036482694106641775
20500081,2005-11-12,SAS,95.0,2006,0,107.3,38.0,13.0,-0.11463187325256288
20500106,2005-11-15,SAS,103.0,2006,0,111.6,52.0,11.0,-0.07706093189964153
20500117,2005-11-17,SAS,86.0,2006,0,103.3,22.0,17.0,-0.1674733785091965
20500137,2005-11-19,SAS,97.0,2006,0,106.19999999999999,52.0,16.0,-0.08662900188323908
20500148,2005-11-21,SAS,96.0,2006,0,105.0,,,-0.08571428571428572
20500166,2005-11-23,SAS,113.0,2006,0,106.2,,,0.06403013182674197
20500176,2005-11-25,SAS,99.0,2006,0,103.4,46.0,13.0,-0.04255319148936176
20500203,2005-11-29,SAS,90.0,2006,0,105.7,52.0,10.0,-0.14853358561967836
20500217,2005-12-01,SAS,92.0,2006,0,105.0,42.0,11.0,-0.12380952380952381
20500236,2005-12-03,SAS,100.0,2006,0,108.1,26.0,9.0,-0.07493061979648469
20500245,2005-12-05,SAS,110.0,2006,0,107.5,26.0,14.0,0.023255813953488372
20500263,2005-12-07,SAS,98.0,2006,0,104.5,54.0,17.0,-0.06220095693779904
20500275,2005-12-09,SAS,101.0,2006,0,106.9,40.0,14.0,-0.05519176800748368
20500281,2005-12-10,SAS,84.0,2006,0,111.6,28.0,12.0,-0.24731182795698922
20500305,2005-12-13,SAS,95.0,2006,0,103.6,54.0,4.0,-0.08301158301158296
20500320,2005-12-15,SAS,90.0,2006,0,104.5,36.0,10.0,-0.13875598086124402
20500340,2005-12-17,SAS,90.0,2006,0,105.0,,,-0.14285714285714285
20500795,2005-12-18,SAS,76.0,2006,0,106.8,26.0,23.0,-0.2883895131086142
20500356,2005-12-20,SAS,107.0,2006,0,107.4,,,-0.0037243947858473527
20500364,2005-12-21,SAS,109.0,2006,0,111.0,38.0,13.0,-0.018018018018018018
20500381,2005-12-23,SAS,95.0,2006,0,112.7,50.0,15.0,-0.1570541259982254
20500385,2005-12-25,SAS,70.0,2006,0,103.1,40.0,8.0,-0.32104752667313285
20500402,2005-12-27,SAS,99.0,2006,0,102.4,48.0,11.0,-0.033203125000000056
20500415,2005-12-29,SAS,111.0,2006,0,106.8,34.0,19.0,0.03932584269662924
20500431,2005-12-31,SAS,98.0,2006,0,105.2,40.0,10.0,-0.0684410646387833
20500454,2006-01-04,SAS,106.0,2006,0,111.9,24.0,13.0,-0.05272564789991068
20500466,2006-01-06,SAS,83.0,2006,0,104.5,30.0,20.0,-0.20574162679425836
20500479,2006-01-07,SAS,86.0,2006,0,106.19999999999999,34.0,16.0,-0.19020715630885113
20500497,2006-01-10,SAS,96.0,2006,0,102.4,26.0,20.0,-0.06250000000000006
20500510,2006-01-12,SAS,68.0,2006,0,103.1,42.0,6.0,-0.3404461687681862
20500528,2006-01-14,SAS,80.0,2006,0,101.6,,,-0.21259842519685035
20500545,2006-01-16,SAS,93.0,2006,0,101.6,50.0,11.0,-0.08464566929133853
20500558,2006-01-18,SAS,95.0,2006,0,107.4,34.0,14.0,-0.11545623836126634
20500569,2006-01-20,SAS,101.0,2006,0,104.5,60.0,15.0,-0.03349282296650718
20500583,2006-01-22,SAS,85.0,2006,0,105.2,30.0,14.0,-0.19201520912547532
20500603,2006-01-24,SAS,104.0,2006,0,106.7,30.0,13.0,-0.02530459231490162
20500609,2006-01-25,SAS,84.0,2006,0,106.8,34.0,10.0,-0.2134831460674157
20500636,2006-01-28,SAS,102.0,2006,0,104.5,,,-0.023923444976076555
20500653,2006-01-30,SAS,79.0,2006,0,107.0,,,-0.2616822429906542
20500672,2006-02-01,SAS,86.0,2006,0,111.9,38.0,9.0,-0.23145665773011623
20500675,2006-02-02,SAS,89.0,2006,0,106.2,48.0,15.0,-0.16195856873822978
20500711,2006-02-08,SAS,125.0,2006,0,112.7,52.0,14.0,0.10913930789707184
20500728,2006-02-10,SAS,83.0,2006,0,102.4,34.0,17.0,-0.18945312500000006
20500744,2006-02-12,SAS,92.0,2006,0,102.4,,,-0.10156250000000006
20500758,2006-02-13,SAS,87.0,2006,0,105.4,48.0,6.0,-0.17457305502846304
20500764,2006-02-15,SAS,100.0,2006,0,108.1,40.0,23.0,-0.07493061979648469
20500786,2006-02-21,SAS,103.0,2006,0,114.4,48.0,12.0,-0.09965034965034969
20500807,2006-02-24,SAS,83.0,2006,0,101.6,34.0,16.0,-0.18307086614173224
20500819,2006-02-25,SAS,92.0,2006,0,106.2,,,-0.13370998116760832
20500834,2006-02-27,SAS,121.0,2006,0,111.0,48.0,15.0,0.09009009009009009
20500856,2006-03-02,SAS,98.0,2006,0,105.0,46.0,17.0,-0.06666666666666667
20500871,2006-03-04,SAS,101.0,2006,0,111.9,44.0,9.0,-0.09740840035746207
20500888,2006-03-06,SAS,103.0,2006,0,105.7,44.0,14.0,-0.025543992431409677
20500896,2006-03-07,SAS,85.0,2006,0,103.6,40.0,13.0,-0.17953667953667948
20500909,2006-03-09,SAS,117.0,2006,0,106.19999999999999,42.0,14.0,0.1016949152542374
20500916,2006-03-10,SAS,92.0,2006,0,105.7,56.0,8.0,-0.1296121097445601
20500928,2006-03-12,SAS,88.0,2006,0,103.3,42.0,9.0,-0.14811229428848013
20500947,2006-03-14,SAS,96.0,2006,0,106.8,38.0,15.0,-0.10112359550561795
20500972,2006-03-17,SAS,108.0,2006,0,106.19999999999999,60.0,16.0,0.01694915254237299
20500978,2006-03-18,SAS,92.0,2006,0,103.3,50.0,17.0,-0.10939012584704741
20500999,2006-03-21,SAS,107.0,2006,0,106.2,52.0,11.0,0.007532956685499031
20501008,2006-03-22,SAS,92.0,2006,0,105.2,30.0,12.0,-0.12547528517110268
20501025,2006-03-24,SAS,98.0,2006,0,111.9,40.0,11.0,-0.1242180518319929
20501039,2006-03-26,SAS,102.0,2006,0,114.4,,,-0.10839160839160844
20501053,2006-03-28,SAS,98.0,2006,0,103.6,36.0,14.0,-0.054054054054054
20501066,2006-03-30,SAS,96.0,2006,0,105.7,50.0,13.0,-0.09176915799432359
20501082,2006-04-01,SAS,106.0,2006,0,107.3,42.0,14.0,-0.012115563839701745
20501105,2006-04-04,SAS,95.0,2006,0,107.0,24.0,14.0,-0.11214953271028037
20501115,2006-04-05,SAS,87.0,2006,0,105.0,32.0,17.0,-0.17142857142857143
20501128,2006-04-07,SAS,86.0,2006,0,105.0,36.0,9.0,-0.18095238095238095
20501143,2006-04-09,SAS,83.0,2006,0,101.6,38.0,13.0,-0.18307086614173224
20501159,2006-04-11,SAS,104.0,2006,0,114.4,40.0,13.0,-0.09090909090909095
20501175,2006-04-13,SAS,80.0,2006,0,107.5,38.0,9.0,-0.2558139534883721
20501195,2006-04-16,SAS,103.0,2006,0,104.5,,,-0.014354066985645933
20501208,2006-04-17,SAS,115.0,2006,0,107.0,38.0,14.0,0.07476635514018691
20501223,2006-04-19,SAS,89.0,2006,0,103.3,24.0,16.0,-0.13843175217812195
20600016,2006-11-02,SAS,97.0,2007,0,103.2,34.0,12.0,-0.060077519379844985
20600025,2006-11-03,SAS,81.0,2007,0,101.3,36.0,13.0,-0.20039486673247778
20600040,2006-11-05,SAS,103.0,2007,0,106.0,40.0,14.0,-0.02830188679245283
20600046,2006-11-06,SAS,105.0,2007,0,108.8,26.0,15.0,-0.03492647058823527
20600064,2006-11-08,SAS,111.0,2007,0,106.43548387096776,,,0.04288528564934065
20600084,2006-11-11,SAS,100.0,2007,0,108.8,56.0,15.0,-0.08088235294117645
20600104,2006-11-14,SAS,92.0,2007,0,100.7,44.0,15.0,-0.08639523336643498
20600114,2006-11-15,SAS,92.0,2007,0,107.6,50.0,18.0,-0.14498141263940517
20600125,2006-11-17,SAS,100.0,2007,0,99.6,28.0,23.0,0.004016064257028169
20600143,2006-11-19,SAS,108.0,2007,0,108.0,,,0.0
20600148,2006-11-20,SAS,107.0,2007,0,109.9,54.0,11.0,-0.026387625113739814
20600162,2006-11-22,SAS,106.0,2007,0,105.3,44.0,17.0,0.006647673314340008
20600179,2006-11-24,SAS,92.0,2007,0,103.2,,,-0.10852713178294576
20600198,2006-11-26,SAS,98.0,2007,0,110.3,46.0,18.0,-0.11151405258386217
20600203,2006-11-27,SAS,102.0,2007,0,107.4,36.0,13.0,-0.0502793296089386
20600217,2006-11-29,SAS,75.0,2007,0,107.0,32.0,10.0,-0.29906542056074764
20600237,2006-12-02,SAS,100.0,2007,0,108.0,32.0,18.0,-0.07407407407407407
20600250,2006-12-04,SAS,129.0,2007,0,107.4,56.0,13.0,0.20111731843575412
20600261,2006-12-06,SAS,96.0,2007,0,107.6,48.0,11.0,-0.10780669144981408
20600279,2006-12-08,SAS,111.0,2007,0,105.6,38.0,10.0,0.051136363636363695
20600299,2006-12-10,SAS,99.0,2007,0,108.6,36.0,19.0,-0.08839779005524857
20600308,2006-12-11,SAS,103.0,2007,0,105.6,40.0,18.0,-0.024621212121212068
20600322,2006-12-13,SAS,95.0,2007,0,107.9,30.0,23.0,-0.11955514365152924
20600327,2006-12-14,SAS,103.0,2007,0,106.5,52.0,14.0,-0.03286384976525822
20600348,2006-12-16,SAS,103.0,2007,0,106.9,48.0,14.0,-0.036482694106641775
20600371,2006-12-20,SAS,105.0,2007,0,112.3,34.0,16.0,-0.06500445235975065
20600386,2006-12-22,SAS,78.0,2007,0,100.7,30.0,17.0,-0.22542204568023835
20600398,2006-12-23,SAS,112.0,2007,0,106.5,32.0,17.0,0.051643192488262914
20600407,2006-12-26,SAS,107.0,2007,0,111.7,76.0,11.0,-0.042076991942703694
20600427,2006-12-28,SAS,106.0,2007,0,107.0,36.0,17.0,-0.009345794392523364
20600451,2006-12-31,SAS,95.0,2007,0,108.3,26.0,21.0,-0.12280701754385963
20600461,2007-01-02,SAS,78.0,2007,0,101.3,22.0,14.0,-0.2300098716683119
20600472,2007-01-03,SAS,101.0,2007,0,107.9,48.0,5.0,-0.06394810009267846
20600484,2007-01-05,SAS,85.0,2007,0,103.2,34.0,10.0,-0.17635658914728686
20600500,2007-01-07,SAS,110.0,2007,0,112.3,38.0,14.0,-0.020480854853072102
20600512,2007-01-09,SAS,98.0,2007,0,109.9,42.0,19.0,-0.10828025477707011
20600525,2007-01-10,SAS,92.0,2007,0,105.9,40.0,17.0,-0.13125590179414548
20600544,2007-01-13,SAS,93.0,2007,0,110.6,26.0,16.0,-0.159132007233273
20600559,2007-01-15,SAS,87.0,2007,0,99.6,38.0,13.0,-0.1265060240963855
20600576,2007-01-17,SAS,96.0,2007,0,108.6,48.0,19.0,-0.11602209944751377
20600587,2007-01-19,SAS,99.0,2007,0,106.5,40.0,15.0,-0.07042253521126761
20600603,2007-01-21,SAS,99.0,2007,0,106.9,40.0,9.0,-0.07390084190832559
20600609,2007-01-22,SAS,93.0,2007,0,106.9,,,-0.1300280636108513
